#query	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000001_02995	COG4129@1|root,COG4129@2|Bacteria,1TP2T@1239|Firmicutes,24A4H@186801|Clostridia,25TD3@186804|Peptostreptococcaceae	186801|Clostridia	S	Putative aromatic acid exporter C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	ArAE_1,ArAE_1_C
MGYG000000001_03094	COG0397@1|root,COG0397@2|Bacteria,1TQXD@1239|Firmicutes,249Y9@186801|Clostridia,36FWS@31979|Clostridiaceae	186801|Clostridia	S	Belongs to the UPF0061 (SELO) family	-	-	-	-	-	-	-	-	-	-	-	-	UPF0061
MGYG000000001_03129	COG0568@1|root,COG0568@2|Bacteria	2|Bacteria	K	sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	-	-	-	ko:K03086	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4,Sigma70_r4_2
MGYG000000001_03193	COG0738@1|root,COG0738@2|Bacteria,1TQPE@1239|Firmicutes,24AF8@186801|Clostridia	186801|Clostridia	G	Major Facilitator	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
MGYG000000001_02745	2BMFD@1|root,32FZY@2|Bacteria,1UF42@1239|Firmicutes,25K4U@186801|Clostridia,25UD2@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00191	COG1404@1|root,COG1404@2|Bacteria,1VRK5@1239|Firmicutes,249M4@186801|Clostridia,36DR7@31979|Clostridiaceae	186801|Clostridia	O	PFAM peptidase S8 and S53, subtilisin, kexin, sedolisin	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S8
MGYG000000001_00734	COG2834@1|root,COG2834@2|Bacteria,1VQK5@1239|Firmicutes,24NV8@186801|Clostridia,25RM1@186804|Peptostreptococcaceae	186801|Clostridia	M	Participates in the translocation of lipoproteins from the inner membrane to the outer membrane. Only forms a complex with a lipoprotein if the residue after the N-terminal Cys is not an aspartate (The Asp acts as a targeting signal to indicate that the lipoprotein should stay in the inner membrane)	-	-	-	-	-	-	-	-	-	-	-	-	LolA,LolA_like
MGYG000000001_01050	COG1214@1|root,COG1214@2|Bacteria,1V4YX@1239|Firmicutes,24A0P@186801|Clostridia,25QHX@186804|Peptostreptococcaceae	186801|Clostridia	O	Universal bacterial protein YeaZ	yeaZ	-	-	ko:K14742	-	-	-	-	ko00000,ko03016	-	-	-	Acetyltransf_1,Acetyltransf_10,Peptidase_M22
MGYG000000001_03117	2ADW4@1|root,313N4@2|Bacteria,1V790@1239|Firmicutes,24KM4@186801|Clostridia,36M2I@31979|Clostridiaceae	186801|Clostridia	S	Protein of unknown function (DUF4230)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4230
MGYG000000001_02304	COG1511@1|root,COG1511@2|Bacteria,1TQ15@1239|Firmicutes,24A8K@186801|Clostridia,36FH4@31979|Clostridiaceae	186801|Clostridia	S	Psort location Cellwall, score	-	-	-	ko:K01421	-	-	-	-	ko00000	-	-	-	ABC2_membrane,ABC2_membrane_3
MGYG000000001_02305	COG1511@1|root,COG1511@2|Bacteria,1TQ15@1239|Firmicutes,24A8K@186801|Clostridia,36FH4@31979|Clostridiaceae	186801|Clostridia	S	Psort location Cellwall, score	-	-	-	ko:K01421	-	-	-	-	ko00000	-	-	-	ABC2_membrane,ABC2_membrane_3
MGYG000000001_00587	COG2944@1|root,COG2944@2|Bacteria,1UZ9K@1239|Firmicutes,25EFY@186801|Clostridia,42HCR@68295|Thermoanaerobacterales	186801|Clostridia	K	PFAM helix-turn-helix domain protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF4065,HTH_3,MqsA_antitoxin
MGYG000000001_01657	COG0598@1|root,COG0598@2|Bacteria,1VTMH@1239|Firmicutes,25MSK@186801|Clostridia,25S56@186804|Peptostreptococcaceae	186801|Clostridia	P	CorA-like Mg2+ transporter protein	-	-	-	ko:K03284	-	-	-	-	ko00000,ko02000	1.A.35.1,1.A.35.3	-	-	CorA
MGYG000000001_01493	2BETZ@1|root,30HCB@2|Bacteria,1UHFM@1239|Firmicutes,24RXA@186801|Clostridia,36NI1@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_01742	COG1136@1|root,COG1136@2|Bacteria,3WSX2@544448|Tenericutes	544448|Tenericutes	V	abc transporter atp-binding protein	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran,NYN
MGYG000000001_00639	COG1846@1|root,COG1846@2|Bacteria,1VEFZ@1239|Firmicutes,24MSB@186801|Clostridia,36IX7@31979|Clostridiaceae	186801|Clostridia	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_27,MarR,MarR_2
MGYG000000001_01135	COG0582@1|root,COG0582@2|Bacteria,1TTJI@1239|Firmicutes,247V6@186801|Clostridia,25QY8@186804|Peptostreptococcaceae	186801|Clostridia	L	Phage integrase, N-terminal SAM-like domain	-	-	-	ko:K14059	-	-	-	-	ko00000	-	-	-	Arm-DNA-bind_4,Phage_int_SAM_3,Phage_integrase
MGYG000000001_03138	COG1191@1|root,COG1191@2|Bacteria,1W5EN@1239|Firmicutes,24RTA@186801|Clostridia	186801|Clostridia	K	sigma factor activity	-	-	-	-	-	-	-	-	-	-	-	-	DUF722,Sigma70_r4
MGYG000000001_01104	COG1191@1|root,COG1191@2|Bacteria,1W5EN@1239|Firmicutes,24RTA@186801|Clostridia	186801|Clostridia	K	sigma factor activity	-	-	-	-	-	-	-	-	-	-	-	-	DUF722,Sigma70_r4
MGYG000000001_00041	29UQ4@1|root,30G1V@2|Bacteria,1UF1W@1239|Firmicutes,25K2I@186801|Clostridia,25U7V@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00872	28Q78@1|root,2ZCQ4@2|Bacteria,1W2EV@1239|Firmicutes,24V7G@186801|Clostridia,36PDT@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_03008	2FI34@1|root,349VW@2|Bacteria,1VYWE@1239|Firmicutes,251CD@186801|Clostridia,25RUA@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02176	COG1376@1|root,COG1376@2|Bacteria,1V6QN@1239|Firmicutes,24IAP@186801|Clostridia,25QFI@186804|Peptostreptococcaceae	186801|Clostridia	T	L,D-transpeptidase catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	CW_binding_1,PG_binding_1,SH3_3,YkuD
MGYG000000001_01139	COG1757@1|root,COG1757@2|Bacteria,1TP8A@1239|Firmicutes,247V4@186801|Clostridia,25QUW@186804|Peptostreptococcaceae	186801|Clostridia	C	Na+/H+ antiporter family	-	-	-	-	-	-	-	-	-	-	-	-	Na_H_antiporter
MGYG000000001_00397	COG0860@1|root,COG0860@2|Bacteria,1UY5Q@1239|Firmicutes,247Y6@186801|Clostridia,36HS7@31979|Clostridiaceae	186801|Clostridia	M	N-acetylmuramoyl-L-alanine amidase	lytC_3	-	3.5.1.28	ko:K01448	ko01503,map01503	M00727	R04112	RC00064,RC00141	ko00000,ko00001,ko00002,ko01000,ko01011,ko03036	-	-	-	Amidase_3,Beta-lactamase2,Big_2,CW_binding_1,GHL10,SH3_3,SH3_4
MGYG000000001_02336	COG1489@1|root,COG1489@2|Bacteria,1V1GZ@1239|Firmicutes,24A0M@186801|Clostridia,36DDK@31979|Clostridiaceae	186801|Clostridia	S	Belongs to the SfsA family	sfsA	-	-	ko:K06206	-	-	-	-	ko00000	-	-	-	DUF123,SfsA
MGYG000000001_02452	COG0267@1|root,COG0267@2|Bacteria,1VEJ4@1239|Firmicutes,24QK0@186801|Clostridia,25RSW@186804|Peptostreptococcaceae	186801|Clostridia	J	Belongs to the bacterial ribosomal protein bL33 family	rpmG	-	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
MGYG000000001_00874	COG2211@1|root,COG2211@2|Bacteria,1TRA5@1239|Firmicutes,24ABB@186801|Clostridia,36RDA@31979|Clostridiaceae	186801|Clostridia	G	MFS/sugar transport protein	-	-	-	ko:K03292	-	-	-	-	ko00000	2.A.2	-	-	MFS_2
MGYG000000001_02543	COG0860@1|root,COG0860@2|Bacteria,1V4B9@1239|Firmicutes,24MC5@186801|Clostridia	186801|Clostridia	M	Ami_3	-	-	3.5.1.28	ko:K01448	ko01503,map01503	M00727	R04112	RC00064,RC00141	ko00000,ko00001,ko00002,ko01000,ko01011,ko03036	-	-	-	Amidase_3,PG_binding_1,SPOR
MGYG000000001_02609	COG3383@1|root,COG4624@1|root,COG3383@2|Bacteria,COG4624@2|Bacteria,1TP6C@1239|Firmicutes,24897@186801|Clostridia,25QUE@186804|Peptostreptococcaceae	186801|Clostridia	C	Psort location Cytoplasmic, score	-	-	1.12.1.3,1.6.5.3	ko:K00336,ko:K18332	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	iHN637.CLJU_RS07205	Fe_hyd_SSU,Fe_hyd_lg_C,Fer2_4,Fer4,Fer4_7,Fer4_9,NADH-G_4Fe-4S_3
MGYG000000001_02641	COG1954@1|root,COG1954@2|Bacteria,1V4IE@1239|Firmicutes,24HDM@186801|Clostridia,36I0D@31979|Clostridiaceae	186801|Clostridia	K	glycerol-3-phosphate responsive antiterminator	glpP	-	-	ko:K02443	-	-	-	-	ko00000,ko03000	-	-	-	G3P_antiterm
MGYG000000001_02673	2EMUZ@1|root,33FH9@2|Bacteria,1W0R8@1239|Firmicutes,253U2@186801|Clostridia,27Q4M@186928|unclassified Lachnospiraceae	186801|Clostridia	S	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_17
MGYG000000001_02705	arCOG00127@1|root,33TE0@2|Bacteria,1VQPB@1239|Firmicutes,25JM6@186801|Clostridia,25SWS@186804|Peptostreptococcaceae	186801|Clostridia	C	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02737	COG0225@1|root,COG0229@1|root,COG0225@2|Bacteria,COG0229@2|Bacteria,1TQ3E@1239|Firmicutes,247UT@186801|Clostridia,25QEI@186804|Peptostreptococcaceae	186801|Clostridia	O	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine	msrA	-	1.8.4.11,1.8.4.12	ko:K07304,ko:K12267	-	-	-	-	ko00000,ko01000	-	-	-	PMSR,SelR
MGYG000000001_02866	28HHD@1|root,2Z7T3@2|Bacteria,1TRKJ@1239|Firmicutes,24A0Y@186801|Clostridia,36GI9@31979|Clostridiaceae	186801|Clostridia	S	Protein of unknown function (DUF3810)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3810
MGYG000000001_02898	2EVHJ@1|root,30I60@2|Bacteria,1UGWG@1239|Firmicutes,24UFK@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02930	29UR3@1|root,30G32@2|Bacteria,1UF3V@1239|Firmicutes,25K4N@186801|Clostridia,25UCU@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02994	COG1387@1|root,COG1387@2|Bacteria,1VUGT@1239|Firmicutes,25F7D@186801|Clostridia,36UY8@31979|Clostridiaceae	186801|Clostridia	E	Belongs to the peptidase S8 family	-	-	-	-	-	-	-	-	-	-	-	-	Big_2,CARDB,CHB_HEX_C,CHB_HEX_C_1,DUF3604,Gram_pos_anchor,LTD
MGYG000000001_03093	COG0272@1|root,COG0847@1|root,COG0272@2|Bacteria,COG0847@2|Bacteria,1V57H@1239|Firmicutes,24CWP@186801|Clostridia,36WQD@31979|Clostridiaceae	186801|Clostridia	L	3' exoribonuclease, RNase T-like	-	-	2.7.7.7	ko:K02342	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	BRCT,RNase_T
MGYG000000001_00150	COG0642@1|root,COG2205@2|Bacteria,1V10X@1239|Firmicutes,249HQ@186801|Clostridia	186801|Clostridia	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA
MGYG000000001_00246	COG0860@1|root,COG0860@2|Bacteria,1TSFS@1239|Firmicutes,2488U@186801|Clostridia,36F21@31979|Clostridiaceae	186801|Clostridia	M	stage II sporulation protein P	spoIIP	-	-	ko:K06385	-	-	-	-	ko00000	-	-	-	SpoIIP
MGYG000000001_00279	COG1713@1|root,COG1713@2|Bacteria,1V6Y1@1239|Firmicutes,24HN2@186801|Clostridia,36I2X@31979|Clostridiaceae	186801|Clostridia	H	SMART Metal-dependent phosphohydrolase, HD region	nadD	-	2.7.7.18	ko:K00969	ko00760,ko01100,map00760,map01100	M00115	R00137,R03005	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like,HD,RsfS
MGYG000000001_00344	COG3385@1|root,COG3385@2|Bacteria,1UZPH@1239|Firmicutes,24GAB@186801|Clostridia,36KN4@31979|Clostridiaceae	186801|Clostridia	L	Transposase DDE domain	-	-	-	ko:K07495	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DUF4372
MGYG000000001_00441	COG1266@1|root,COG1266@2|Bacteria,1VB4D@1239|Firmicutes,24TCA@186801|Clostridia	186801|Clostridia	S	Abortive infection protein	-	-	-	ko:K07052	-	-	-	-	ko00000	-	-	-	Abi
MGYG000000001_00505	COG0174@1|root,COG0174@2|Bacteria,1TNZA@1239|Firmicutes,2489S@186801|Clostridia,25QY5@186804|Peptostreptococcaceae	186801|Clostridia	E	Glutamate--ammonia ligase, catalytic domain protein	glnA	-	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C
MGYG000000001_00537	COG2362@1|root,COG2362@2|Bacteria,1TSUZ@1239|Firmicutes,24CY1@186801|Clostridia	186801|Clostridia	E	D-aminopeptidase	-	-	-	ko:K16203	-	-	-	-	ko00000,ko01000,ko01002	3.A.1.5.2	-	-	NTP_transf_3,Peptidase_M55
MGYG000000001_00601	2CECX@1|root,337ZJ@2|Bacteria,1VGJJ@1239|Firmicutes,24QUY@186801|Clostridia,36N16@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00666	COG2844@1|root,COG2844@2|Bacteria,1VV9H@1239|Firmicutes,25EXR@186801|Clostridia,25TDC@186804|Peptostreptococcaceae	186801|Clostridia	O	HD domain	-	-	2.7.7.19	ko:K00970	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	HD,PolyA_pol_RNAbd,tRNA_NucTran2_2
MGYG000000001_00762	2BMCS@1|root,32FWZ@2|Bacteria,1UUE5@1239|Firmicutes,256HB@186801|Clostridia	1301100.HG529236_gene7282|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00794	COG1733@1|root,COG1733@2|Bacteria,1VA9M@1239|Firmicutes,24JJB@186801|Clostridia	186801|Clostridia	K	transcriptional regulator	hxlR	-	-	-	-	-	-	-	-	-	-	-	HxlR
MGYG000000001_01096	COG0338@1|root,COG0338@2|Bacteria,1V1FT@1239|Firmicutes,4HGCH@91061|Bacilli,1ZEM9@1386|Bacillus	91061|Bacilli	L	Putative phage serine protease XkdF	yqbD	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S78_2
MGYG000000001_01321	COG0792@1|root,COG0792@2|Bacteria,1VFHQ@1239|Firmicutes,24QNK@186801|Clostridia,25RU7@186804|Peptostreptococcaceae	186801|Clostridia	L	Belongs to the UPF0102 family	-	-	-	ko:K07460	-	-	-	-	ko00000	-	-	-	UPF0102
MGYG000000001_01353	COG1397@1|root,COG1397@2|Bacteria,1VS0P@1239|Firmicutes,25J48@186801|Clostridia,25QSH@186804|Peptostreptococcaceae	186801|Clostridia	O	ADP-ribosylglycohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_01385	COG0446@1|root,COG0607@1|root,COG0446@2|Bacteria,COG0607@2|Bacteria,1TPWW@1239|Firmicutes,2484C@186801|Clostridia,36EYM@31979|Clostridiaceae	186801|Clostridia	C	Pyridine nucleotide-disulphide oxidoreductase, dimerisation	-	-	-	-	-	-	-	-	-	-	-	-	DrsE_2,Fer4,Fer4_10,Fer4_6,NIR_SIR,NIR_SIR_ferr,Pyr_redox_2,Pyr_redox_dim,Rhodanese,TusA
MGYG000000001_01417	COG2801@1|root,COG2801@2|Bacteria,1TRR6@1239|Firmicutes,24B89@186801|Clostridia,36GS0@31979|Clostridiaceae	186801|Clostridia	L	Integrase core domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_21,rve,rve_2
MGYG000000001_01449	COG2116@1|root,COG2116@2|Bacteria,1TRTT@1239|Firmicutes,24BU5@186801|Clostridia,25R0D@186804|Peptostreptococcaceae	186801|Clostridia	P	Formate/nitrite transporter	fnt	-	-	ko:K02598	-	-	-	-	ko00000,ko02000	1.A.16.3	-	-	Form_Nir_trans
MGYG000000001_01481	COG1104@1|root,COG1104@2|Bacteria,1TP21@1239|Firmicutes,24888@186801|Clostridia,36DXY@31979|Clostridiaceae	186801|Clostridia	E	Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins	iscS	-	2.8.1.7	ko:K04487	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07460,R11528,R11529	RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029	-	-	-	Aminotran_5
MGYG000000001_01513	COG4443@1|root,COG4443@2|Bacteria,1VEFE@1239|Firmicutes,24QV3@186801|Clostridia,36MRT@31979|Clostridiaceae	186801|Clostridia	S	Transcriptional Coactivator p15 (PC4)	-	-	-	-	-	-	-	-	-	-	-	-	PC4
MGYG000000001_01577	COG2217@1|root,COG2217@2|Bacteria,1TQ07@1239|Firmicutes,248EH@186801|Clostridia,25QPH@186804|Peptostreptococcaceae	186801|Clostridia	P	Cadmium-exporting ATPase	cadA	-	3.6.3.3,3.6.3.5	ko:K01534	-	-	-	-	ko00000,ko01000	3.A.3.6	-	-	E1-E2_ATPase,HMA,Hydrolase,Hydrolase_3
MGYG000000001_01738	COG2731@1|root,COG2731@2|Bacteria,1V3S9@1239|Firmicutes,24HIS@186801|Clostridia,36JX5@31979|Clostridiaceae	186801|Clostridia	G	Domain of unknown function (DUF386)	-	-	-	-	-	-	-	-	-	-	-	-	DUF386
MGYG000000001_01770	COG0345@1|root,COG0345@2|Bacteria,1TP1E@1239|Firmicutes,247SR@186801|Clostridia,25QSX@186804|Peptostreptococcaceae	186801|Clostridia	E	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline	proC	-	1.5.1.2	ko:K00286	ko00330,ko01100,ko01110,ko01130,ko01230,map00330,map01100,map01110,map01130,map01230	M00015	R01248,R01251,R03291,R03293	RC00054,RC00083	ko00000,ko00001,ko00002,ko01000	-	-	-	F420_oxidored,P5CR_dimer
MGYG000000001_01835	COG0582@1|root,COG0582@2|Bacteria,1TTJI@1239|Firmicutes,25C3T@186801|Clostridia,36WP3@31979|Clostridiaceae	186801|Clostridia	L	Arm DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_4,Phage_int_SAM_3,Phage_integrase
MGYG000000001_01963	COG1464@1|root,COG1464@2|Bacteria,1TQAS@1239|Firmicutes,247WV@186801|Clostridia,36DGV@31979|Clostridiaceae	186801|Clostridia	P	Belongs to the nlpA lipoprotein family	metQ	-	-	ko:K02073	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	Lipoprotein_9
MGYG000000001_01995	28HCB@1|root,2Z7P7@2|Bacteria,1TNZK@1239|Firmicutes,2487N@186801|Clostridia,36E05@31979|Clostridiaceae	186801|Clostridia	S	sporulation peptidase YabG	yabG	-	-	ko:K06436	-	-	-	-	ko00000	-	-	-	Peptidase_U57
MGYG000000001_02127	COG1145@1|root,COG1894@1|root,COG4624@1|root,COG1145@2|Bacteria,COG1894@2|Bacteria,COG4624@2|Bacteria,1TP6C@1239|Firmicutes,24CMA@186801|Clostridia,25R64@186804|Peptostreptococcaceae	186801|Clostridia	C	Iron hydrogenase small subunit	-	-	-	-	-	-	-	-	-	-	-	-	Fe_hyd_SSU,Fe_hyd_lg_C,Fer4,SLBB
MGYG000000001_02321	COG0595@1|root,COG0595@2|Bacteria,1TQ9G@1239|Firmicutes,2488J@186801|Clostridia,36DE5@31979|Clostridiaceae	186801|Clostridia	S	An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and or decay	rnj	-	-	ko:K12574	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	Lactamase_B,Lactamase_B_2,RMMBL
MGYG000000001_02417	COG1323@1|root,COG1323@2|Bacteria,1TPP2@1239|Firmicutes,247UP@186801|Clostridia,36DM0@31979|Clostridiaceae	186801|Clostridia	S	Belongs to the UPF0348 family	-	-	-	-	-	-	-	-	-	-	-	-	HIGH_NTase1,HIGH_NTase1_ass
MGYG000000001_02449	COG3688@1|root,COG3688@2|Bacteria,1V9XR@1239|Firmicutes,24MPI@186801|Clostridia,25RM8@186804|Peptostreptococcaceae	186801|Clostridia	S	Psort location Cytoplasmic, score	-	-	-	ko:K06962	-	-	-	-	ko00000	-	-	-	NYN_YacP
MGYG000000001_02675	4QBBN@10239|Viruses,4QPQU@28883|Caudovirales	28883|Caudovirales	S	Siphovirus Gp157	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02739	2B1R0@1|root,31U6P@2|Bacteria,1W3A7@1239|Firmicutes,24XUV@186801|Clostridia,25U7W@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02771	COG0778@1|root,COG0778@2|Bacteria,1UB8S@1239|Firmicutes,249SD@186801|Clostridia,25TE1@186804|Peptostreptococcaceae	186801|Clostridia	C	Nitroreductase family	-	-	1.5.1.38	ko:K19285	ko00740,ko01100,map00740,map01100	-	R05706	RC00126	ko00000,ko00001,ko01000	-	-	-	Nitroreductase
MGYG000000001_02804	COG0398@1|root,COG0398@2|Bacteria,1TS5T@1239|Firmicutes,25CNM@186801|Clostridia,25RRE@186804|Peptostreptococcaceae	186801|Clostridia	S	SNARE associated Golgi protein	-	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
MGYG000000001_02836	COG0674@1|root,COG1013@1|root,COG1014@1|root,COG1145@1|root,COG0674@2|Bacteria,COG1013@2|Bacteria,COG1014@2|Bacteria,COG1145@2|Bacteria,1TQJ2@1239|Firmicutes,248FW@186801|Clostridia,25QC0@186804|Peptostreptococcaceae	186801|Clostridia	C	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin	nifJ	-	1.2.7.1	ko:K03737	ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200	M00173,M00307	R01196,R10866	RC00004,RC02742	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	EKR,Fer4,Fer4_16,Fer4_6,Fer4_7,PFOR_II,POR,POR_N,TPP_enzyme_C
MGYG000000001_02868	COG5164@1|root,COG5164@2|Bacteria	2|Bacteria	K	cell wall organization	-	-	3.2.1.4	ko:K01179	ko00500,ko01100,map00500,map01100	-	R06200,R11307,R11308	-	ko00000,ko00001,ko01000	-	GH5,GH9	-	Alpha-amylase,CBM_X2,Cellulase,Collagen,Collagen_mid,Cu_amine_oxidN1,DUF3494,Endonuclea_NS_2,Enterotoxin_a,F5_F8_type_C,Fn_bind,G5,Gram_pos_anchor,HC2,LRR_5,Laminin_G_3,MucBP,PAS,Peptidase_S74,SdrG_C_C,YSIRK_signal
MGYG000000001_02900	COG0500@1|root,COG2226@2|Bacteria,1UY28@1239|Firmicutes,4H4D4@909932|Negativicutes	909932|Negativicutes	Q	ubiE/COQ5 methyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11,Methyltransf_31
MGYG000000001_02948	COG0614@1|root,COG0614@2|Bacteria,1TQMK@1239|Firmicutes,24B1M@186801|Clostridia,36EU7@31979|Clostridiaceae	186801|Clostridia	P	Periplasmic binding protein	fhuD	-	-	ko:K02016	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	Peripla_BP_2
MGYG000000001_00623	COG1484@1|root,COG1484@2|Bacteria,1V48P@1239|Firmicutes,24B2B@186801|Clostridia,25RRF@186804|Peptostreptococcaceae	186801|Clostridia	L	Bacterial dnaA  protein	-	-	-	-	-	-	-	-	-	-	-	-	Bac_DnaA,IstB_IS21
MGYG000000001_02245	COG2035@1|root,COG2035@2|Bacteria,1UYD5@1239|Firmicutes,24B08@186801|Clostridia,36G4J@31979|Clostridiaceae	186801|Clostridia	S	Domain of unknown function (DUF368)	-	-	-	ko:K08974	-	-	-	-	ko00000	-	-	-	DUF368
MGYG000000001_00927	COG0238@1|root,COG0238@2|Bacteria,1V9XS@1239|Firmicutes,24MQV@186801|Clostridia,36KGE@31979|Clostridiaceae	186801|Clostridia	J	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit	rpsR	-	-	ko:K02963	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S18
MGYG000000001_02689	2E34J@1|root,32Y4N@2|Bacteria,1VESM@1239|Firmicutes,24QZX@186801|Clostridia	186801|Clostridia	S	COG NOG18028 non supervised orthologous group	cotJB	-	-	ko:K06333	-	-	-	-	ko00000	-	-	-	CotJA,CotJB
MGYG000000001_02796	COG3172@1|root,COG3172@2|Bacteria,1UZS9@1239|Firmicutes,24A97@186801|Clostridia,25T4W@186804|Peptostreptococcaceae	186801|Clostridia	H	AAA domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_28
MGYG000000001_02937	COG0463@1|root,COG0463@2|Bacteria,1TQEM@1239|Firmicutes,249HH@186801|Clostridia,36EPG@31979|Clostridiaceae	186801|Clostridia	M	glycosyl transferase family 2	sunS	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2,TPR_2,TPR_3,TPR_7,TPR_8
